region,artist_name,title,permalink,machine_clusters
Europe,Wernor Herzog,Hearsay of the Soul,https://kadist.org/work/hearsay-of-the-soul/,"Arts,Technology,Land"
Americas,Christopher Badger,Drowned Wood Standing Coiled,https://kadist.org/work/drowned-wood-standing-coiled/,"Physics,Fantasy,Arts"
Americas,Jeffry Mitchell,The Swimmer,https://kadist.org/work/the-swimmer/,Colonization
Americas,Daniel Joseph Martinez,I used to eat lemon meringue pie till I overloaded on my pancreas with sugar and passed out; It seemed to be a natural response to a society of abundance,https://kadist.org/work/i-used-to-eat-lemon-meringue-pie-till-i-overloaded-on-my-pancreas-with-sugar-and-passed-out-it-seemed-to-be-a-natural-response-to-a-society-of-abundance/,"Mass media,Time,Environmental"
Americas,Charles Gaines,"Shadows V, Set of 3",https://kadist.org/work/shadows-v-set-of-3/,"Arts,Language,Culture"
Europe,Dora Garcia,Klau Mich,https://kadist.org/work/klau-mich/,"Mass media,Activism,Identity"
Americas,Anthony Goicolea,Related 3b,https://kadist.org/work/related-3b/,"Geopolitics,Time,History"
Americas,Anthony Goicolea,Related 3a,https://kadist.org/work/related-3a/,"Geopolitics,Time,History"
Middle East & Africa,Walid Raad,Appendix XVIII: Plates,https://kadist.org/work/appendix-xviii-plates/,"War,Land,Body"
Americas,Chloe Piene,Armless,https://kadist.org/work/armless/,"Mass media,Arts,Design"
Asia,Pratchaya Phinthong,Untitled 2,https://kadist.org/work/untitled-2-2/,"Mass media,Materiality,Spirituality"
Asia,Pratchaya Phinthong,Untitled 1,https://kadist.org/work/untitled-1/,"Mass media,Materiality,Spirituality"
Asia,Pratchaya Phinthong,"What I learned I no longer know; the little I still know, I guessed",https://kadist.org/work/what-i-learned-i-no-longer-know-the-little-i-still-know-i-guessed/,"Arts,Land,Mass media"
Asia,Pratchaya Phinthong,If I dig a very deep hole,https://kadist.org/work/if-i-dig-a-very-deep-hole/,"Time,Body"
Americas,Gabriel Orozco,Columpio,https://kadist.org/work/columpio/,"Land,Arts,History"
Americas,Gabriel Orozco,Cemetery #1,https://kadist.org/work/cemetery-1/,"Land,Arts,History"
Europe,Jean-Luc Moulène,Le noeud coulant,https://kadist.org/work/le-noeud-coulant/,Time
Americas,Raymond Pettibon,Owl,https://kadist.org/work/owl/,"Arts,Mass media,Design"
Americas,Raymond Pettibon,No Title (Without the comics),https://kadist.org/work/no-title-without-the-comics/,"Culture,Fantasy,Emotion"
Americas,Raymond Pettibon,No Title (Eh What Do?),https://kadist.org/work/no-title-eh-what-do/,"Arts,Space,Fantasy"
Americas,Raymond Pettibon,Mushroom Cloud,https://kadist.org/work/mushroom-cloud/,"Arts,Fantasy,Design"
Americas,Catherine Opie,Raven (gun),https://kadist.org/work/raven-gun/,"Emotion,Community,War"
Americas,Catherine Opie,Alistair Fate,https://kadist.org/work/alistair-fate/,"Arts,Culture,Familial"
Americas,Catherine Opie,Mike and Sky,https://kadist.org/work/mike-and-sky/,"Identity,Arts,Body"
Americas,Shaun O'Dell,Purple Brush 8,https://kadist.org/work/purple-brush-8/,"Arts,Technology,Land"
Americas,Shaun O'Dell,"Temple Creek, a branch of Escalante River, Aquarius Plateau Utah n.d. (Stereoscopic view)",https://kadist.org/work/temple-creek-a-branch-of-escalante-river-aquarius-plateau-utah-n-d-stereoscopic-view/,"Arts,Physics,Land"
Americas,Kristen Morgin,Jeep Comics,https://kadist.org/work/jeep-comics/,"Identity,Politics,Materiality"
Americas,Kristen Morgin,Donald of Doom Tank,https://kadist.org/work/donald-of-doom-tank/,"Arts,Mass media,Materiality"
Americas,Julio Cesar Morales,Undocumented Intervention,https://kadist.org/work/undocumented-intervention/,"Land,Geopolitics,Activism"
Americas,Julio Cesar Morales,Interrupted Passage,https://kadist.org/work/interrupted-passage/,"Arts,History,Culture"
Americas,Gareth Moore,"Map (from Uncertain Pilgrimage), 2006-2009",https://kadist.org/work/map-from-uncertain-pilgrimage-2006-2009/,"Arts,Mass media,Geopolitics"
Americas,Jason Meadows,Holly Golightly,https://kadist.org/work/holly-golightly/,"Fantasy,Arts,Mind"
Americas,Paul McCarthy,Mickey Mouse,https://kadist.org/work/mickey-mouse/,"Culture,Economy,Materiality"
Middle East & Africa,Miri Segal,"BRB (""be right back"")",https://kadist.org/work/brb-be-right-back/,"Mass media,Culture,Technology"
Middle East & Africa,Fikret Atay,Rebels of the Dance,https://kadist.org/work/rebels-of-the-dance/,"Arts,Technology,Culture"
Americas,Eleanor Antin,100 Boots,https://kadist.org/work/100-boots/,"Arts,Activism,Geopolitics"
Americas,Joe Scanlan,Spring Line,https://kadist.org/work/spring-line/,"Mind,Culture,Values"
Europe,Harun Farocki,"Serious Games 3, Immersion",https://kadist.org/work/immersion/,"Mass media,Technology,Violence"
Europe,Thea Djordjadze,And shadows will follow,https://kadist.org/work/and-shadows-will-follow/,"Culture,Politics,War"
Americas,Carlos Amorales,Useless Wonder,https://kadist.org/work/useless-wonder/,"Fantasy,Arts,Spirituality"
Europe,Mathilde Rosier,Far from Honolulu,https://kadist.org/work/far-from-honolulu/,"Materiality,Geopolitics,Familial"
Americas,Stan Douglas,Michigan Central Station,https://kadist.org/work/michigan-central-station/,"Arts,Environmental,Urbanization"
Americas,Nathaniel Dorsky,Untitled 6/10 i-xxii,https://kadist.org/work/untitled-610-i-xxii/,"Arts,Materiality,Time"
Americas,Anthony Discenza,A Rising Tide Lifts All Boats,https://kadist.org/work/a-rising-tide-lifts-all-boats/,"Mind,Culture,Values"
Americas,Bjorn Copeland,"Sign series, #1, #2, #3",https://kadist.org/work/sign-series-123/,"Arts,Language,Culture"
Unspecified,Juan Araujo,Libro Ponti II,https://kadist.org/work/libro-ponti-ii/,"Arts,Land,Culture"
Americas,Bruce Conner,Untitled Inkblot Drawing (CT-1491),https://kadist.org/work/untitled-inkblot-drawing-ct-1491/,"Design,Culture,Materiality"
Americas,Bruce Conner,"27 Punk Photos: 11. Dim Wanker: F Word, May, 1978",https://kadist.org/work/27-punk-photos-11-dim-wanker-f-word-may-1978/,"Arts,Mass media,Culture"
Americas,Judy Chicago,"Domes, #1",https://kadist.org/work/domes-1/,"Emotion,Mind,Community"
Asia,Jiang Zhi,Tremble,https://kadist.org/work/tremble/,"Familial,Culture,Economy"
Asia,Qing Zhang,603 Football Field,https://kadist.org/work/603-football-field/,"Politics,Culture,Inequality"
Unspecified,Wibowo Woto aka Wok the Rock,Vertical Horizon,https://kadist.org/work/vertical-horizon/,"Mass media,Technology,Language"
Americas,Adriano Costa,Westminster Agua Viva,https://kadist.org/work/westminster-agua-viva/,"Arts,Economy,Mass media"
Middle East & Africa,Etel Adnan,Untitled (Beirut),https://kadist.org/work/untitled-beirut/,"Arts,Materiality,Urbanization"
Europe,Andrei Monastyrski,Golden Lines,https://kadist.org/work/golden-lines/,"Activism,Values,Arts"
Europe,Andrei Monastyrski,Aktionsplan (Map),https://kadist.org/work/aktionsplan/,"Arts,Activism,Design"
Europe,Taus Makhacheva,Let Me Be Part of a Narrative,https://kadist.org/work/let-me-be-part-narrative/,"Emotion,Culture,Inequality"
Americas,Tim Lee,"Party for your right to fight, public enemy, 1988",https://kadist.org/work/party-for-your-right-to-fight-public-enemy-1988/,"Arts,History,Technology"
Americas,Tim Lee,"Untitled (Alexander Rodchenko, 1928)",https://kadist.org/work/untitled-alexander-rodchenko-1928/,"Arts,Identity,History"
Americas,Luisa Lambri,Untitled (Sten-Frenke House #04),https://kadist.org/work/untitled-sten-frenke-house-04/,"Arts,Materiality,Space"
Americas,Luisa Lambri,"Untitled (Miller House, #02)",https://kadist.org/work/untitled-miller-house-02/,"Arts,Materiality,Immaterial"
Americas,Paul Kos,Sound of Ice Melting,https://kadist.org/work/sound-of-ice-melting/,"Mind,Time,Fantasy"
Americas,Edward Kienholz,Untitled (San Francisco),https://kadist.org/work/untitled-san-francisco/,"Arts,Land,Culture"
Americas,Mike Kelley,"Towhead n’Ganga enclosed in darkness, lorded over by the sexualized folded high priestless form",https://kadist.org/work/towhead-nganga-enclosed-in-darkness-lorded-over-by-the-sexualized-folded-high-priestless-form/,"Time,Spirituality,Materiality"
Americas,Jordan Kantor,Eclipse,https://kadist.org/work/eclipse/,"Physics,Time,Environmental"
Americas,Jordan Kantor,Lens Flare,https://kadist.org/work/lens-flare/,"Mass media,Time,Technology"
Americas,Rodney Graham,Dance!!!,https://kadist.org/work/dance/,"Arts,Values,Technology"
Americas,Tina Modotti,"Diego Rivera Mural: Billionaires Club; Ministry of Education, Mexico D.F., Third Gallery",https://kadist.org/work/diego-rivera-mural-billionaires-club-ministry-of-education-mexico-d-f-third-gallery/,"Economy,Arts,Politics"
Europe,Piero Golia,Untitled #1 #2 #3,https://kadist.org/work/untitled-1-2-3/,"Technology,Violence,Activism"
Americas,Rachel Foster,Editioned Screenprints,https://kadist.org/work/editioned-screenprints/,"Mind,Language,Mass media"
Americas,Dr. Lakra,Cortes y la malinche,https://kadist.org/work/cortes-y-la-malinche/,Land
Americas,Harrell Fletcher,The American War,https://kadist.org/work/the-american-war/,"Politics,War,Violence"
Unspecified,Yoan Capote,Open Mind,https://kadist.org/work/open-mind/,"Materiality,Violence,Body"
Americas,Cildo Meireles,Sal Sem Carne,https://kadist.org/work/sal-sem-carne/,"Arts,Language,Environmental"
Americas,Geoffrey Farmer,Ongoing Time Stabbed with a Dagger,https://kadist.org/work/ongoing-time-stabbed-with-a-dagger/,"Time,History,Arts"
Americas,Stan Douglas,Dice,https://kadist.org/work/dice/,"Arts,History,Mass media"
Unspecified,Pedro Reyes,Study for a Recycling Device,https://kadist.org/work/study-for-a-recycling-device/,"Arts,Technology,History"
Unspecified,Juan Araujo,Residencia Milan 1,https://kadist.org/work/residencia-milan-1/,"Arts,Land,Mass media"
Unspecified,Alexandre da Cunha,Laissez-Faire (Rainbow Flag),https://kadist.org/work/laissez-faire-rainbow-flag/,"Arts,Materiality,Economy"
Unspecified,Johanna Calle,"Suburbia 1, Espinca bifida #3, Laconista7",https://kadist.org/work/suburbia-1-espinca-bifida-3-laconista7/,"Culture,Mind,Arts"
Americas,Chris Johanson,Apartment on Cardboard,https://kadist.org/work/apartment-on-cardboard/,"Arts,Urbanization,History"
Unspecified,Raimond Chaves,Partituras,https://kadist.org/work/partituras/,"Geopolitics,Body,Mass media"
Americas,Julian Hoeber,Execution Changes #22,https://kadist.org/work/execution-changes-22/,"Materiality,Design,Familial"
Americas,Todd Hido,Untitled 3737 and Untitled 5157,https://kadist.org/work/untitled-3737-and-untitled-5157/,"Arts,Time,Land"
Unspecified,Abraham Cruzvillegas,Tres cadencias,https://kadist.org/work/tres-cadencias/,"Arts,Economy,Materiality"
Americas,James Welling,Stowe,https://kadist.org/work/stowe/,"Arts,Mass media,Materiality"
Americas,James Welling,#17 Pink,https://kadist.org/work/17-pink/,"Materiality,Arts,Familial"
Americas,Ian Wallace,Study for my Heroes in the Street (Stan),https://kadist.org/work/study-for-my-heroes-in-the-street-stan/,"Mind,Urbanization,Mass media"
Americas,Ed Ruscha,Splinters and Seconal,https://kadist.org/work/splinters-and-seconal/,
Americas,Conrad Ruiz,New Fall Lineup,https://kadist.org/work/new-fall-lineup/,"Fantasy,Mind,Familial"
Americas,Colter Jacobsen,Victory at Sea,https://kadist.org/work/victory-at-sea/,"Arts,Mass media,Technology"
Europe,Alain Séchas,Peace and Love,https://kadist.org/work/peace-and-love/,"Activism,Violence,Values"
Europe,Roman Ondak,Awaiting Enacted,https://kadist.org/work/awaiting-enacted/,"Mass media,Arts,Politics"
Europe,Roman Ondak,Slowed-down Journey,https://kadist.org/work/slowed-down-journey/,"Arts,Mass media,Design"
Asia,Roman Ondak,The Stray Man,https://kadist.org/work/the-stray-man/,"Violence,Politics,Values"
Europe,Anthony McCall,Line describing a cone,https://kadist.org/work/line-describing-a-cone/,"Mass media,Mind,Culture"
Europe,Anthony McCall,Fire Cycles III (Subcycle 10),https://kadist.org/work/fire-cycles-iii-subcycle-10/,"Identity,Arts"
Middle East & Africa,Akram Zaatari,"Anonymous, Studio Sherhazade",https://kadist.org/work/anonymous-studio-sherhazade/,"Culture,Arts,History"
Europe,Pavel Wolberg,Hebron,https://kadist.org/work/hebron/,"Violence,Land,Arts"
Americas,Kelley Walker,Black Star Press,https://kadist.org/work/black-star-press/,"Violence,Activism,Culture"
Americas,Colectivo Tercerunquinto,BF15+ pared,https://kadist.org/work/bf15-pared/,"Geopolitics,Arts,Design"
Europe,Christiane Baumgartner,Formation I + II,https://kadist.org/work/formation-i-ii/,"Arts,War,History"
Europe,Michel Auder,The Town,https://kadist.org/work/the-town/,"Arts,Mind,Land"
Europe,Michel Auder,Talking Head,https://kadist.org/work/talking-head/,"Mind,Mass media,Community"
Middle East & Africa,Yto Barrada,Bus Logos,https://kadist.org/work/bus-logos/,"Arts,Geopolitics,Economy"
Europe,Jochen Lempert,Un voyage en Mer du Nord ( A trip to the North Sea),https://kadist.org/work/un-voyage-en-mer-du-nord-a-trip-to-the-north-sea/,"Immaterial,Physics,Time"
Europe,Bruno Serralongue,"Mr Joe Shrigley Jr, président de la nation Navajo",https://kadist.org/work/mr-joe-shrigley-jr-president-de-la-nation-navajo/,"Arts,Community"
Europe,Peter Friedl,"Map, 1969-2005",https://kadist.org/work/map-1969-2005/,"Culture,Mind,Geopolitics"
Europe,Peter Friedl,New Kurdish Flag,https://kadist.org/work/new-kurdish-flag/,"Land,Activism,Immaterial"
Europe,Guillaume Leblon,Puits,https://kadist.org/work/puits/,"Arts,Materiality,Economy"
Americas,Allen Ruppersberg,Untitled (City Limits),https://kadist.org/work/untitled-city-limits/,"Arts,Land,Urbanization"
Americas,Alexis Smith,8 Ball Surfboard,https://kadist.org/work/8-ball-surfboard/,Land
Europe,Raphaël Zarka,Les formes du repos #3,https://kadist.org/work/les-formes-du-repos-3/,"Land,Arts,Urbanization"
Middle East & Africa,Akram Zaatari,A girl and her brother. Studio Sherazade. 1960s,https://kadist.org/work/a-girl-and-her-brother-studio-sherazade-1960s/,"Arts,Familial"
Middle East & Africa,Akram Zaatari,Bashasha (left) and a friend. Studio Sherhazade,https://kadist.org/work/bashasha-left-and-a-friend-studio-sherhazade/,"Arts,History,Culture"
Americas,Fabiola Torres-Alzaga,"Adaptando la Carta #1, #2, #3, #4, #5",https://kadist.org/work/adaptando-la-carta-1-2-3-4-5/,"Mass media,Body,Materiality"
Americas,Petra Cortright,Sickhands,https://kadist.org/work/sickhands/,"Materiality,Technology,Culture"
Americas,Petra Cortright,SpringValle_ber_girls,https://kadist.org/work/springvalle_ber_girls/,"Mass media,Materiality,Community"
Americas,John Houck,"Stamp -X, Stamp -Y",https://kadist.org/work/stamp-x-stamp-y/,"Body,Time,Community"
Asia,Xu Tan,"Biennale, Dog",https://kadist.org/work/biennale-dog/,"Arts,Economy,Technology"
Asia,Xu Tan,Shanghai Biennale Awaiting Your Arrival,https://kadist.org/work/shanghai-biennale-awaiting-your-arrival/,"Arts,Economy,Mass media"
Middle East & Africa,Shahzia Sikander,The Last Post,https://kadist.org/work/the-last-post/,"Arts,Economy,Power"
Asia,Chen Shaoxiong,Ink Diary,https://kadist.org/work/ink-diary/,"Mind,Culture,Time"
Asia,Jiang Pengyi,Unregistered City series #1 #2 #7,https://kadist.org/work/unregistered-city-series-1-2-7/,"Fantasy,Arts,Land"
Asia,Zhang Peili,A Gust of Wind,https://kadist.org/work/a-gust-of-wind/,"Colonization,Fantasy,Spirituality"
Unspecified,Ho Tzu Nyen,The Cloud of Unknowing,https://kadist.org/work/the-cloud-of-unknowing/,"Politics,Economy,Urbanization"
Europe,Eric Baudelaire,"The Anabasis of May and Fusako Shigenobu, Masao Adachi, and 27 Years without Images.",https://kadist.org/work/the-anabasis-of-may-and-fusako-shigenobu-masao-adachi-and-27-years-without-images/,"Mind,Activism,Immaterial"
